invoice_id,contract_id,customer_id,customer_name,invoice_date,billing_period,currency,quantity,unit_price,discount,tax,total_amount,reference_number
INV-1053,CTR-1008,CUST-208,Starlight Cyber Defense Corp,2025-04-15,2025-04,USD,1,14000.0,0.0,0.0,14000.0,PO-1008-M04
INV-1054,CTR-1008,CUST-208,Starlight Cyber Defense Corp,2025-05-15,2025-05,USD,1,14000.0,0.0,0.0,14000.0,PO-1008-M05
INV-1055,CTR-1008,CUST-208,Starlight Cyber Defense Corp,2025-06-15,2025-06,USD,1,14000.0,0.0,0.0,14000.0,PO-1008-M06
INV-1056,CTR-1008,CUST-208,Starlight Cyber Defense Corp,2025-07-15,2025-07,USD,1,14000.0,0.0,0.0,14000.0,PO-1008-M07
INV-1057,CTR-1009,CUST-209,Beacon Renewable Energy Group,2025-01-15,2025-01,USD,81,125.0,810.0,0.0,9315.0,PO-1009-M01
INV-1058,CTR-1009,CUST-209,Beacon Renewable Energy Group,2025-02-15,2025-02,USD,79,125.0,790.0,0.0,9085.0,PO-1009-M02
INV-1059,CTR-1009,CUST-209,Beacon Renewable Energy Group,2025-03-15,2025-03,USD,77,125.0,770.0,0.0,8855.0,PO-1009-M03
INV-1060,CTR-1009,CUST-209,Beacon Renewable Energy Group,2025-04-15,2025-04,USD,75,125.0,750.0,0.0,8625.0,PO-1009-M04
INV-1061,CTR-1009,CUST-209,Beacon Renewable Energy Group,2025-05-15,2025-05,USD,86,125.0,860.0,0.0,9890.0,PO-1009-M05
INV-1062,CTR-1009,CUST-209,Beacon Renewable Energy Group,2025-06-15,2025-06,USD,84,125.0,840.0,0.0,9660.0,PO-1009-M06
INV-1063,CTR-1009,CUST-209,Beacon Renewable Energy Group,2025-07-15,2025-07,USD,82,125.0,820.0,0.0,9430.0,PO-1009-M07
INV-1064,CTR-1010,CUST-210,Titan Heavy Industries Inc.,2025-01-15,2025-01,USD,1,32000.0,0.0,0.0,32000.0,PO-1010-M01
INV-1065,CTR-1010,CUST-210,Titan Heavy Industries Inc.,2025-02-15,2025-02,USD,1,32000.0,0.0,0.0,32000.0,PO-1010-M02
INV-1066,CTR-1010,CUST-210,Titan Heavy Industries Inc.,2025-03-15,2025-03,USD,1,32000.0,0.0,0.0,32000.0,PO-1010-M03
INV-1067,CTR-1010,CUST-210,Titan Heavy Industries Inc.,2025-04-15,2025-04,USD,1,32000.0,0.0,0.0,32000.0,PO-1010-M04
INV-1068,CTR-1010,CUST-210,Titan Heavy Industries Inc.,2025-05-15,2025-05,USD,1,32000.0,0.0,0.0,32000.0,PO-1010-M05
INV-1069,CTR-1010,CUST-210,Titan Heavy Industries Inc.,2025-06-15,2025-06,USD,1,32000.0,0.0,0.0,32000.0,PO-1010-M06
INV-1070,CTR-1010,CUST-210,Titan Heavy Industries Inc.,2025-07-15,2025-07,USD,1,32000.0,0.0,0.0,32000.0,PO-1010-M07
INV-1071,CTR-1011,CUST-211,Kensington Financial Software Ltd,2025-01-15,2025-01,GBP,1,9500.0,475.0,0.0,9025.0,PO-1011-M01
INV-1072,CTR-1011,CUST-211,Kensington Financial Software Ltd,2025-02-15,2025-02,GBP,1,9500.0,475.0,0.0,9025.0,PO-1011-M02
INV-1073,CTR-1011,CUST-211,Kensington Financial Software Ltd,2025-03-15,2025-03,GBP,1,9500.0,475.0,0.0,9025.0,PO-1011-M03
INV-1074,CTR-1011,CUST-211,Kensington Financial Software Ltd,2025-04-15,2025-04,GBP,1,9500.0,475.0,0.0,9025.0,PO-1011-M04
INV-1075,CTR-1011,CUST-211,Kensington Financial Software Ltd,2025-05-15,2025-05,GBP,1,9500.0,475.0,0.0,9025.0,PO-1011-M05
INV-1076,CTR-1011,CUST-211,Kensington Financial Software Ltd,2025-06-15,2025-06,GBP,1,9500.0,475.0,0.0,9025.0,PO-1011-M06
INV-1077,CTR-1011,CUST-211,Kensington Financial Software Ltd,2025-07-15,2025-07,GBP,1,9500.0,475.0,0.0,9025.0,PO-1011-M07
INV-1078,CTR-1012,CUST-212,OmniHealth Diagnostics Inc.,2025-01-15,2025-01,USD,44,350.0,0.0,0.0,15400.0,PO-1012-M01
INV-1079,CTR-1012,CUST-212,OmniHealth Diagnostics Inc.,2025-02-15,2025-02,USD,42,350.0,0.0,0.0,14700.0,PO-1012-M02
INV-1080,CTR-1012,CUST-212,OmniHealth Diagnostics Inc.,2025-03-15,2025-03,USD,40,350.0,0.0,0.0,14000.0,PO-1012-M03
INV-1081,CTR-1012,CUST-212,OmniHealth Diagnostics Inc.,2025-04-15,2025-04,USD,38,350.0,0.0,0.0,13300.0,PO-1012-M04
INV-1082,CTR-1012,CUST-212,OmniHealth Diagnostics Inc.,2025-05-15,2025-05,USD,36,350.0,0.0,0.0,12600.0,PO-1012-M05
INV-1083,CTR-1012,CUST-212,OmniHealth Diagnostics Inc.,2025-06-15,2025-06,USD,34,350.0,0.0,0.0,11900.0,PO-1012-M06
INV-1084,CTR-1012,CUST-212,OmniHealth Diagnostics Inc.,2025-07-15,2025-07,USD,45,350.0,0.0,0.0,15750.0,PO-1012-M07
INV-1085,CTR-1013,CUST-213,Pioneer Autonomous Systems Corp,2025-01-15,2025-01,USD,1,22000.0,2640.0,0.0,19360.0,PO-1013-M01
INV-1086,CTR-1013,CUST-213,Pioneer Autonomous Systems Corp,2025-02-15,2025-02,USD,1,22000.0,2640.0,0.0,19360.0,PO-1013-M02
INV-1087,CTR-1013,CUST-213,Pioneer Autonomous Systems Corp,2025-03-15,2025-03,USD,1,22000.0,2640.0,0.0,19360.0,PO-1013-M03
INV-1088,CTR-1013,CUST-213,Pioneer Autonomous Systems Corp,2025-04-15,2025-04,USD,1,22000.0,2640.0,0.0,19360.0,PO-1013-M04
INV-1089,CTR-1013,CUST-213,Pioneer Autonomous Systems Corp,2025-05-15,2025-05,USD,1,22000.0,2640.0,0.0,19360.0,PO-1013-M05
INV-1090,CTR-1013,CUST-213,Pioneer Autonomous Systems Corp,2025-06-15,2025-06,USD,1,22000.0,2640.0,0.0,19360.0,PO-1013-M06
INV-1091,CTR-1013,CUST-213,Pioneer Autonomous Systems Corp,2025-07-15,2025-07,USD,1,22000.0,2640.0,0.0,19360.0,PO-1013-M07
INV-1092,CTR-1014,CUST-214,Silverline Telecom Solutions,2025-01-15,2025-01,USD,506,16.0,0.0,0.0,8096.0,PO-1014-M01
INV-1093,CTR-1014,CUST-214,Silverline Telecom Solutions,2025-02-15,2025-02,USD,504,16.0,0.0,0.0,8064.0,PO-1014-M02
INV-1094,CTR-1014,CUST-214,Silverline Telecom Solutions,2025-03-15,2025-03,USD,502,16.0,0.0,0.0,8032.0,PO-1014-M03
INV-1095,CTR-1014,CUST-214,Silverline Telecom Solutions,2025-04-15,2025-04,USD,500,16.0,0.0,0.0,8000.0,PO-1014-M04
INV-1096,CTR-1014,CUST-214,Silverline Telecom Solutions,2025-05-15,2025-05,USD,498,16.0,0.0,0.0,7968.0,PO-1014-M05
INV-1097,CTR-1014,CUST-214,Silverline Telecom Solutions,2025-06-15,2025-06,USD,496,16.0,0.0,0.0,7936.0,PO-1014-M06
INV-1098,CTR-1014,CUST-214,Silverline Telecom Solutions,2025-07-15,2025-07,USD,494,16.0,0.0,0.0,7904.0,PO-1014-M07
INV-1099,CTR-1015,CUST-215,Crestview Real Estate Asset Mgmt,2025-01-15,2025-01,USD,1,11500.0,690.0,0.0,10810.0,PO-1015-M01
INV-1100,CTR-1015,CUST-215,Crestview Real Estate Asset Mgmt,2025-02-15,2025-02,USD,1,11500.0,690.0,0.0,10810.0,PO-1015-M02
INV-1101,CTR-1015,CUST-215,Crestview Real Estate Asset Mgmt,2025-03-15,2025-03,USD,1,11500.0,690.0,0.0,10810.0,PO-1015-M03
INV-1102,CTR-1015,CUST-215,Crestview Real Estate Asset Mgmt,2025-04-15,2025-04,USD,1,11500.0,690.0,0.0,10810.0,PO-1015-M04
INV-1103,CTR-1015,CUST-215,Crestview Real Estate Asset Mgmt,2025-05-15,2025-05,USD,1,11500.0,690.0,0.0,10810.0,PO-1015-M05
INV-1104,CTR-1015,CUST-215,Crestview Real Estate Asset Mgmt,2025-06-15,2025-06,USD,1,11500.0,690.0,0.0,10810.0,PO-1015-M06
INV-1105,CTR-1015,CUST-215,Crestview Real Estate Asset Mgmt,2025-07-15,2025-07,USD,1,11500.0,690.0,0.0,10810.0,PO-1015-M07
INV-1106,CTR-1001,CUST-201,Nexus Cloud Technologies Inc.,2025-08-15,2025-08,USD,105,100.0,0.0,0.0,10500.0,PO-1001-M08
INV-1107,CTR-1001,CUST-201,Nexus Cloud Technologies Inc.,2025-09-15,2025-09,USD,103,100.0,1030.0,0.0,9307.08,PO-1001-M09
INV-1108,CTR-1001,CUST-201,Nexus Cloud Technologies Inc.,2025-10-15,2025-10,USD,101,100.0,1010.0,0.0,10180.8,PO-1001-M10
INV-1109,CTR-1002,CUST-202,Meridian Logistics Corporation,2025-08-15,2025-08,USD,56,150.0,0.0,0.0,8400.0,PO-1002-M08
INV-1110,CTR-1002,CUST-202,Meridian Logistics Corp,2025-09-15,2025-09,USD,79,150.0,0.0,0.0,11850.0,PO-1002-M09
INV-1111,CTR-1002,CUST-202,Meridian Logistics Corp,2025-10-15,2025-10,USD,52,150.0,0.0,0.0,7800.0,PO-1002-M10
INV-1112,CTR-1002,CUST-202,Meridian Logistics Corp,2025-10-15,2025-10,USD,52,150.0,0.0,0.0,7800.0,PO-1002-M10
INV-1113,CTR-1003,CUST-203,Apex Health Solutions LLC,2025-10-15,2025-10,USD,1,18000.0,900.0,0.0,17100.0,PO-1003-M08
INV-1114,CTR-1003,CUST-203,Apex Health Solutions LLC,2025-09-15,2025-09,USD,1,18000.0,0.0,0.0,18000.0,PO-1003-M09
INV-1115,CTR-1003,CUST-203,Apex Health Solutions LLC,2025-10-15,2025-10,USD,1,18000.0,900.0,0.0,19152.0,PO-1003-M10
INV-1116,CTR-1003,CUST-203,Apex Health Solutions LLC,2025-11-15,2025-11,USD,1,18000.0,900.0,0.0,17168.4,PO-1003-M11
INV-1117,CTR-1003,CUST-203,Apex Health Solutions,2025-12-15,2025-12,USD,1,18000.0,900.0,0.0,17100.0,PO-1003-M12
INV-1118,CTR-1004,CUST-204,Vortex Media Global,2025-08-15,2025-08,USD,1,12500.0,0.0,0.0,12500.0,PO-1004-M08
INV-1119,CTR-1004,CUST-204,Vortex Media Global,2025-09-15,2025-09,EUR,1,12500.0,0.0,0.0,12550.0,PO-1004-M09
INV-1120,CTR-1005,CUST-205,Horizon Financial Partners,2025-08-15,2025-08,USD,16,1200.0,0.0,0.0,19200.0,PO-1005-M08
INV-1121,,CUST-205,Horizon Financial Partners,2025-09-15,2025-09,USD,14,1200.0,2520.0,0.0,14280.0,PO-1005-M09
INV-1122,CTR-1005,CUST-205,Horizon Financial Partners,2025-10-15,2025-10,USD,50,1200.0,9000.0,0.0,51000.0,PO-1005-M10
INV-1123,CTR-1006,CUST-206,,2025-08-15,2025-08,USD,247,40.0,0.0,0.0,-750.0,PO-1006-M08
INV-1124,CTR-1006,CUST-206,Zenith Retail Systems Ltd,2025-09-15,2025-09,USD,245,40.0,0.0,0.0,10976.0,PO-1006-M09
INV-1125,CTR-1007,CUST-207,Bharat Data Analytics Pvt Ltd,2025-08-15,2025-08,INR,1,500000.0,0.0,0.0,500000.0,PO-1007-M08
INV-1126,CTR-1007,CUST-207,Bharat Data Analytics Pvt Ltd,2025-09-15,2025-09,USD,1,500000.0,50000.0,0.0,450000.0,PO-1007-M09
INV-1127,CTR-1008,CUST-208,Starlight Cyber Defense Corp,2025-10-15,2025-10,USD,1,14000.0,0.0,0.0,14000.0,PO-1008-M08
INV-1128,CTR-1008,CUST-208,Starlight Cyber Defense Corp,2025-09-15,2025-09,USD,1,14000.0,0.0,0.0,14056.0,PO-1008-M09
INV-1129,CTR-1009,CUST-209,Beacon Renewable Energy Group,2025-08-15,2025-08,USD,80,125.0,800.0,0.0,9236.8,PO-1009-M08
INV-1130,CTR-1009,CUST-209,Beacon Renewable Energy Group,2024-11-15,2024-11,USD,78,125.0,780.0,0.0,8970.0,PO-1009-M09
INV-1131,CTR-1009,CUST-209,Beacon Renewable Energy Group,2025-10-15,2025-10,USD,76,125.0,0.0,0.0,9500.0,PO-1009-M10
INV-1132,CTR-1010,CUST-210,Titan Heavy Industries Inc.,2025-08-15,2025-08,USD,1,32000.0,0.0,0.0,35840.0,PO-1010-M08
INV-1133,CTR-1010,CUST-210,Titan Heavy Industries Inc.,2025-09-15,2025-09,USD,1,32000.0,0.0,0.0,32128.0,PO-1010-M09
INV-1134,CTR-1011,CUST-211,Kensington Financial Software Ltd,2025-08-15,2025-08,USD,1,9500.0,475.0,0.0,9025.0,PO-1011-M08
INV-1135,CTR-1011,CUST-211,Kensington Financial Software Ltd,2025-09-15,2025-09,GBP,1,9500.0,0.0,0.0,9500.0,PO-1011-M09
INV-1136,CTR-1012,CUST-212,OmniHealth Diagnostics Inc.,2025-08-15,2025-08,USD,68,350.0,0.0,0.0,23800.0,PO-1012-M08
INV-1137,CTR-1012,CUST-212,OmniHealth Diagnostics Incorporated,2025-09-15,2025-09,USD,41,350.0,0.0,0.0,14350.0,PO-1012-M09
INV-1138,CTR-1013,CUST-213,Pioneer Autonomous Systems Corp,2025-08-15,2025-08,USD,1,22000.0,0.0,0.0,22000.0,PO-1013-M08
INV-1139,CTR-1013,CUST-213,Pioneer Autonomous Systems Corp,2025-09-15,2025-09,USD,1,22000.0,2640.0,0.0,21683.2,PO-1013-M09
INV-1140,CTR-1014,CUST-214,Silverline Telecom Solutions,2025-08-15,2025-08,USD,505,16.0,0.0,0.0,8112.32,PO-1014-M08
INV-1141,CTR-1014,CUST-214,Silverline Telecom Solutions,2025-09-15,2025-09,USD,503,16.0,0.0,0.0,8048.0,PO-1014-M09
INV-1142,CTR-1014,CUST-214,Silverline Telecom Solutions,2025-09-15,2025-09,USD,503,16.0,0.0,0.0,8048.0,PO-1014-M09
INV-1143,CTR-1015,CUST-215,Crestview Real Estate Asset Mgmt,2025-08-15,2025-08,USD,1,11500.0,0.0,0.0,11500.0,PO-1015-M08
INV-1144,CTR-1015,CUST-215,Crestview Real Estate Asset Mgmt,2024-11-15,2024-11,USD,1,11500.0,690.0,0.0,10810.0,PO-1015-M09
INV-1145,CTR-9999,CUST-999,Phantom Enterprises LLC,2025-08-15,2025-08,USD,1,5400.0,0.0,0.0,5400.0,PO-UNKNOWN-01
